19548	geo
20253	geo
20776	geo
21639	geo
22314	geo
22787	geo
22988	geo
23331	geo
23467	geo
23553	geo
23613	geo
23628	geo
23712	geo
23839	geo
23842	geo
23846	geo
24307	geo
24315	geo
24674	geo
24713	geo
24732	geo
24737	geo
24812	geo
24916	geo
24936	geo
24957	geo
25019	geo
25071	geo
25153	geo
25258	geo
25371	geo
25462	geo
25630	geo
25639	geo
25657	geo
25740	geo
25785	geo
25894	geo
25924	geo
25949	geo
25954	geo
25967	geo
26038	geo
26052	geo
26107	geo
26356	geo
26369	geo
26388	geo
26451	geo
26469	geo
26494	geo
26495	geo
26554	geo
26575	geo
26580	geo
26590	geo
26608	geo
26624	geo
26638	geo
26639	geo
26695	geo
26715	geo
26719	geo
26766	geo
26824	geo
26853	geo
26880	geo
26900	geo
26927	geo
26985	geo
27168	geo
27378	geo
27380	geo
27389	geo
27399	geo
27400	geo
27403	geo
27414	geo
27426	geo
27438	geo
27441	geo
27445	geo
27460	geo
27461	geo
27509	geo
27513	geo
27528	geo
27566	geo
27603	geo
27632	geo
27683	geo
27691	geo
27711	geo
27715	geo
27718	geo
27811	geo
27825	geo
27831	geo
27852	geo
27854	geo
27875	geo
27954	geo
28089	geo
28117	geo
28158	geo
28184	geo
28187	geo
28238	geo
28252	geo
28358	geo
28378	geo
28446	geo
28472	geo
28526	geo
28542	geo
28626	geo
28628	geo
28638	geo
28644	geo
28659	geo
28702	geo
28707	geo
28786	geo
28790	geo
28868	geo
28884	geo
28885	geo
28899	geo
28902	geo
28903	geo
28911	geo
28912	geo
28924	geo
28935	geo
28937	geo
28945	geo
28946	geo
29045	geo
29055	geo
29155	geo
29162	geo
29163	geo
29236	geo
29270	geo
29272	geo
29273	geo
29349	geo
29494	geo
29495	geo
29520	geo
29526	geo
29643	geo
29644	geo
29648	geo
30793	geo
30794	geo
31102	geo
31306	geo
31307	geo
31800	geo
31862	geo
32018	geo
32019	geo
32050	geo
32252	geo
32253	geo
32258	geo
32293	geo
32294	geo
32299	geo
32388	geo
32404	geo
32478	geo
32487	geo
32708	geo
32729	geo
32763	geo
32767	geo
32768	geo
32779	geo
32794	geo
32951	geo
33051	geo
33055	geo
33056	geo
33153	geo
33154	geo
33207	geo
33274	geo
33275	geo
33278	geo
33373	geo
33376	geo
33414	geo
33436	geo
33453	geo
33459	geo
33460	geo
33463	geo
33595	geo
33749	geo
33750	geo
34111	geo
34710	geo
34713	geo
34941	geo
35362	geo
35491	geo
35493	geo
35496	geo
35696	geo
35755	geo
35756	geo
35812	geo
35873	geo
35942	geo
35943	geo
36032	geo
36033	geo
36097	geo
36101	geo
36106	geo
36108	geo
36131	geo
36287	geo
36358	geo
36395	geo
36397	geo
36411	geo
36499	geo
36516	geo
36581	geo
36582	geo
36592	geo
36744	geo
36745	geo
36792	geo
36830	geo
36831	geo
36868	geo
37150	geo
37158	geo
37185	geo
37207	geo
37210	geo
37218	geo
37234	geo
37237	geo
37238	geo
37258	geo
37264	geo
37265	geo
37384	geo
37392	geo
37393	geo
37481	geo
37602	geo
37605	geo
37606	geo
37677	geo
37737	geo
37746	geo
37748	geo
37749	geo
37763	geo
37775	geo
37776	geo
37779	geo
37804	geo
37806	geo
37809	geo
37810	geo
37816	geo
37826	geo
37834	geo
37836	geo
37843	geo
37933	geo
37948	geo
37951	geo
38014	geo
38049	geo
38070	geo
38087	geo
38091	geo
38093	geo
38098	geo
38107	geo
38245	geo
38254	geo
38331	geo
38332	geo
38342	geo
38352	geo
38356	geo
38551	geo
38552	geo
38652	geo
38730	geo
38740	geo
38741	geo
38749	geo
38778	geo
38779	geo
38867	geo
38953	geo
38977	geo
38978	geo
38991	geo
38992	geo
39008	geo
39017	geo
39020	geo
39022	geo
39034	geo
39035	geo
39070	geo
39078	geo
39079	geo
39120	geo
39122	geo
39127	geo
39157	geo
39163	geo
39168	geo
39172	geo
39199	geo
39206	geo
39215	geo
39216	geo
39222	geo
39233	geo
39234	geo
39237	geo
39256	geo
39285	geo
39360	geo
39375	geo
39460	geo
39476	geo
39481	geo
39487	geo
39498	geo
39500	geo
39504	geo
39508	geo
39509	geo
39522	geo
39612	geo
39613	geo
39616	geo
39617	geo
39635	geo
39727	geo
39728	geo
39773	geo
40107	geo
40141	geo
40146	geo
40147	geo
40258	geo
40267	geo
40269	geo
40271	geo
40272	geo
40277	geo
40332	geo
40333	geo
40345	geo
40364	geo
40367	geo
40374	geo
40384	geo
40424	geo
40425	geo
40505	geo
40547	geo
40549	geo
40613	geo
40617	geo
40663	geo
40664	geo
40732	geo
40733	geo
40746	geo
40874	geo
40875	geo
40880	geo
40882	geo
40887	geo
40892	geo
40895	geo
40938	geo
40940	geo
40941	geo
40946	geo
40982	geo
40984	geo
41021	geo
41028	geo
41029	geo
41034	geo
41036	geo
41103	geo
41105	geo
41121	geo
41191	geo
41194	geo
41238	geo
41241	geo
41310	geo
41380	geo
41382	geo
41384	geo
41434	geo
41469	geo
41471	geo
41552	geo
41581	geo
41586	geo
41588	geo
41589	geo
41591	geo
41592	geo
41622	geo
41725	geo
41729	geo
41747	geo
41748	geo
41752	geo
41793	geo
41794	geo
41836	geo
41838	geo
41866	geo
41869	geo
41879	geo
41882	geo
41893	geo
41903	geo
41904	geo
41911	geo
41937	geo
41942	geo
41944	geo
41945	geo
42070	geo
42075	geo
42432	geo
42662	geo
42691	geo
42692	geo
42695	geo
42698	geo
42709	geo
42738	geo
42740	geo
42741	geo
42747	geo
42749	geo
42763	geo
42801	geo
42814	geo
42815	geo
42818	geo
42907	geo
42915	geo
42917	geo
42934	geo
42942	geo
42950	geo
42951	geo
42965	geo
42967	geo
42984	geo
43039	geo
43162	geo
43174	geo
43175	geo
43226	geo
43228	geo
43271	geo
43272	geo
43286	geo
43432	geo
43450	geo
43463	geo
43488	geo
43491	geo
43539	geo
43562	geo
43587	geo
43611	geo
43632	geo
43633	geo
43651	geo
43683	geo
43698	geo
43700	geo
43823	geo
43824	geo
43864	geo
43867	geo
43874	geo
43917	geo
43920	geo
44035	geo
44048	geo
44071	geo
44186	geo
44204	geo
44307	geo
44333	geo
44476	geo
44479	geo
