08513	raduga
09416	raduga
10159	raduga
10987	raduga
11343	raduga
11708	raduga
12003	raduga
12351	raduga
12618	raduga
12897	raduga
13669	raduga
13974	raduga
14307	raduga
14725	raduga
15057	raduga
15946	raduga
16250	raduga
16497	raduga
17046	raduga
17611	raduga
18631	raduga
19596	raduga
19928	raduga
20083	raduga
20367	raduga
20499	raduga
21016	raduga
21038	raduga
21132	raduga
21821	raduga
22557	raduga
22836	raduga
22981	raduga
23010	raduga
23448	raduga
25642	raduga
26477	raduga
26936	raduga
28194	raduga
32373	raduga
34264	raduga
36358	raduga
39375	raduga
