33312	planet
33313	planet
33314	planet
33315	planet
33316	planet
39418	planet
40023	planet
40026	planet
40027	planet
40029	planet
40031	planet
40033	planet
40035	planet
40036	planet
40038	planet
40040	planet
40041	planet
40072	planet
41601	planet
41606	planet
41608	planet
41609	planet
41610	planet
41611	planet
41612	planet
41613	planet
41614	planet
41615	planet
41616	planet
41617	planet
41618	planet
41771	planet
41772	planet
41773	planet
41774	planet
41950	planet
41951	planet
41952	planet
41953	planet
41955	planet
41956	planet
41957	planet
41958	planet
41959	planet
41960	planet
41961	planet
41962	planet
41963	planet
41964	planet
41965	planet
41966	planet
41967	planet
41968	planet
41969	planet
41970	planet
41971	planet
41972	planet
41973	planet
41974	planet
41975	planet
41976	planet
41977	planet
41978	planet
41979	planet
41980	planet
41981	planet
41982	planet
41983	planet
41984	planet
41985	planet
41986	planet
41987	planet
41988	planet
41989	planet
41990	planet
42001	planet
42002	planet
42003	planet
42004	planet
42005	planet
42006	planet
42007	planet
42008	planet
42009	planet
42010	planet
42011	planet
42012	planet
42013	planet
42014	planet
42018	planet
42019	planet
42020	planet
42021	planet
42022	planet
42023	planet
42024	planet
42025	planet
42026	planet
42027	planet
42028	planet
42029	planet
42030	planet
42031	planet
42032	planet
42033	planet
42034	planet
42035	planet
42036	planet
42037	planet
42038	planet
42039	planet
42040	planet
42041	planet
42042	planet
42043	planet
42044	planet
42045	planet
42046	planet
42047	planet
42048	planet
42049	planet
42050	planet
42051	planet
42850	planet
42851	planet
42852	planet
42853	planet
42854	planet
42855	planet
42856	planet
42857	planet
42858	planet
42859	planet
42860	planet
42861	planet
42862	planet
42863	planet
42864	planet
42865	planet
42866	planet
42867	planet
42868	planet
42869	planet
42870	planet
42871	planet
42872	planet
42873	planet
42874	planet
42875	planet
42876	planet
42877	planet
42878	planet
42879	planet
42880	planet
42882	planet
42883	planet
42884	planet
42885	planet
42886	planet
42887	planet
42888	planet
42889	planet
42890	planet
42891	planet
42892	planet
42893	planet
42894	planet
42895	planet
42896	planet
42897	planet
42987	planet
42988	planet
42989	planet
42990	planet
42991	planet
42992	planet
42995	planet
42996	planet
42997	planet
42998	planet
43119	planet
43120	planet
43121	planet
43122	planet
43723	planet
43724	planet
43725	planet
43726	planet
43727	planet
43733	planet
43734	planet
43735	planet
43736	planet
43740	planet
43741	planet
43742	planet
43747	planet
43748	planet
43749	planet
43750	planet
43769	planet
43788	planet
43797	planet
43802	planet
43892	planet
43893	planet
43894	planet
43895	planet
43896	planet
43899	planet
43901	planet
43902	planet
43903	planet
43904	planet
43905	planet
43906	planet
44079	planet
44080	planet
44081	planet
44082	planet
44088	planet
44089	planet
44090	planet
44091	planet
44092	planet
44093	planet
44094	planet
44095	planet
44096	planet
44097	planet
44098	planet
44099	planet
44100	planet
44101	planet
44102	planet
44108	planet
